"cc","autocorr_coef","mean","stdev","skewness","kurtosis","mean_ar","var_ar","skewness_ar","kurtosis_ar","pop","p1","p2","mu2","mu3","v1","v2","v3","m2","m3","m4","p3"
"g_4",0.5,0,0.145977717548009,0.153081542240342,12.8112091779544,0,0.0213094940205262,0.153081542240342,12.8112091779544,0.975482552312315,0.539341643999404,0.437047361651583,0.0570722582027146,0.0563233286035065,0.125728232369485,0.0924449543085314,0.515337790970384,0.0213094940205262,0.000476192483148959,0.00581750007971432,0.976389005650987
"y61",0.5,0,0.0497606211564504,0.0484589513868391,6.40490050978809,0,0.00247611941787577,0.0484589513868391,6.40490050978809,0.517856153659523,0.904651051451952,0.0024744693659287,0.158021659675629,-0.0928353076765656,0.0396157816450187,0.185804099734106,0.0190814143045571,0.00247611941787577,5.97078442147876e-06,3.92695170238383e-05,0.907125520817881
"ehl",0.5,0,0.0960025492574566,0.725438367578309,9.55185796005708,0,0.00921648946393039,0.725438367578309,9.55185796005708,0.0463062776252627,0.602707998895681,0.391847912583268,0.0788733010789509,0.101713038757839,0.0559432240875902,0.0746618610433468,0.43067134114907,0.00921648946393039,0.000641872571188361,0.000811369947230864,0.994555911478949
"mr5",0.5,0,0.0584815508178476,1.64495980590953,7.00568814076184,0,0.00342009178606049,1.64495980590953,7.00568814076184,0.353541600750759,0.294350623030177,0.0452711563674341,0.139633598104775,-0.022415848985589,0.0661558755999903,0.0797711780962794,0.0241412344243347,0.00342009178606049,0.00032901214745125,8.19457291163134e-05,0.339621779397611
"_yu",0.5,0,0.0873597499618846,-0.617547060284545,9.91534792070849,0,0.00763172591340299,-0.617547060284545,9.91534792070849,0.387930096359923,0.995997439897506,0.000712619490662867,0.40616066970853,-0.398254049399039,0.0820371157700526,0.2046419565716,0.280211963597598,0.00763172591340299,-0.000411722125084455,0.000577501992767067,0.996710059388168
"oz3",0.5,0,0.128651581207949,0.194428508738588,6.93385925602519,0,0.0165512293473055,0.194428508738588,6.93385925602519,0.389438049634919,0.879304271947856,0.0199685813571137,0.422970399340054,-0.245157114634895,0.078973188011348,0.151319185008272,0.0823686981825584,0.0165512293473055,0.000414004755914534,0.00189948354376403,0.89927285330497
"p2f",0.5,0,0.0778638690107264,1.50318344420363,14.9870798952659,0,0.00606278209731955,1.50318344420363,14.9870798952659,0.217373917112127,0.248206776148084,0.0136683588440497,0.0350246902292897,-0.0204194443589767,0.113065747446224,0.30374931846198,0.0245838257531971,0.00606278209731955,0.000709610320424351,0.000550884992882199,0.261875134992134
"hv8",0.5,0,0.145577755488121,-0.603501137764012,7.64525647238251,0,0.0211928828929592,-0.603501137764012,7.64525647238251,0.810787459369749,0.720538093046723,0.135276253422689,0.117053698147229,-0.0524025651757518,0.0961158318711089,0.0359840556100684,0.288689280304946,0.0211928828929592,-0.00186192914770489,0.00343377738279686,0.855814346469413
"3q6",0.5,0,0.0556692679485288,2.47020561321188,19.7261205354478,0,0.00309906739392509,2.47020561321188,19.7261205354478,0.73470868379809,0.599578558419287,0.39029013727085,-0.0495473429542641,0.302053747967196,0.0300952134630861,0.013194661498065,0.127102159036809,0.00309906739392509,0.000426166821432856,0.000189453975963484,0.989868695690136
"dme",0.5,0,0.0860691814140661,-0.514659053991929,5.48905543309815,0,0.00740790398928743,-0.514659053991929,5.48905543309815,0.372082183370367,0.812735937396443,0.00815545663604586,-0.34815661006022,-0.02969891430936,0.0815412554136316,0.097283944017815,0.0624457836249969,0.00740790398928743,-0.000328142615134864,0.000301223122877522,0.820891394032489
"yv9",0.5,0,0.131313595734899,-0.0340663264817306,11.2899179899598,0,0.0172432604248285,-0.0340663264817306,11.2899179899598,0.461021383758634,0.991176278648494,0.00582769560928194,0.224490099162018,-0.0518388426704615,0.123503954130793,0.200076313600864,0.728093719363085,0.0172432604248285,-7.71355153347881e-05,0.00335683165553804,0.997003974257776
"4yw",0.5,0,0.129239812532429,0.634078340297455,11.5560340967661,0,0.0167029291434174,0.634078340297455,11.5560340967661,0.563456845935434,0.233617681120412,0.00658886827297556,0.0659617908187484,-0.0281594691311584,0.146392938097917,0.588062768743135,0.0953374883495908,0.0167029291434174,0.00136877440730682,0.00322399301438876,0.240206549393388
"72l",0.5,0,0.082718997615321,0.201446358116614,11.8372542981536,0,0.00684243256648348,0.201446358116614,11.8372542981536,0.144133786670864,0.826551899320715,0.00268070994011699,0.154456630430017,-0.130190119831877,0.0569951778549458,0.46572070811628,0.0156246830414555,0.00684243256648348,0.000114018470113607,0.000554207029079514,0.829232609260832
"327",0.5,0,0.130812713046887,0.254233571322348,3.66137049674816,0,0.0171119658946872,0.254233571322348,3.66137049674816,0.127071049530059,0.850958139993377,0.143768305715876,0.111992158461711,0.177129861067052,0.118337862960563,0.12976158098267,0.296893849674653,0.0171119658946872,0.000569092362488642,0.00107212022702191,0.994726445709253
"n14",0.5,0,0.12271878677399,0.990020173443977,11.7783585788064,0,0.01505990062728,0.990020173443977,11.7783585788064,0.698281343560666,0.883546223044588,0.00509984065371774,0.390461262101889,-0.0991718556957411,0.112867918337987,0.494915917922427,0.0727695006238214,0.01505990062728,0.00182968868977966,0.00267133887400091,0.888646063698306
"gcw",0.5,0,0.0969801777000699,0.473302060394113,19.0866406005369,0,0.00940515486673713,0.473302060394113,19.0866406005369,0.256470023887232,0.914357653624889,0.0114422969014206,0.336874108239961,-0.18829888087113,0.056963435128919,0.311025027705542,0.131853470323617,0.00940515486673713,0.000431705241589609,0.00168834578551468,0.925799950526309
"ouh",0.5,0,0.089913157109586,0.289209918945523,6.14683238914798,0,0.00808437582141309,0.289209918945523,6.14683238914798,0.254286769544706,0.856021803850814,0.127108472093949,-0.0415852347784265,0.236781622016395,0.0711715235726769,0.132281164533136,0.145378712159831,0.00808437582141309,0.000210224305072471,0.000401739338432453,0.983130275944763
"j69",0.5,0,0.108625645491211,-0.436109670338025,10.9325242332702,0,0.0117995308583823,-0.436109670338025,10.9325242332702,0.726236507296562,0.972335199431356,0.00837146167079206,-0.023915951120292,-0.193178371025527,0.0944340590556606,0.449503591950638,0.18997799980377,0.0117995308583823,-0.000558975569953535,0.00152212363455707,0.980706661102149
"vlt",0.5,0,0.107531899393045,1.89431746551629,17.7238181316273,0,0.011563109387076,1.89431746551629,17.7238181316273,0.508214601548389,0.791066361701485,0.0144838387939364,0.567412938630917,-0.136883924539131,0.0422017285028879,0.149384252316948,0.0750921116782898,0.011563109387076,0.00235540023795573,0.00236977194211274,0.805550200495421
"q72",0.5,0,0.137605644178159,-0.225939552658044,14.937730910332,0,0.018935313309686,-0.225939552658044,14.937730910332,0.641852433094755,0.849529239638731,0.131191294780282,-0.0462899997422923,0.296379505458473,0.0507033551411012,0.324698426280125,0.221413401879348,0.018935313309686,-0.000588709450810959,0.00535586501340279,0.980720534419013
"oxw",0.5,0,0.120132023673733,-0.699303112112017,7.89256760118384,0,0.0144317031119463,-0.699303112112017,7.89256760118384,0.937693081796169,0.764695535767138,0.0741272653708571,-0.2401961913903,0.138430557492393,0.0572817610521341,0.170570460317558,0.121363319099583,0.0144317031119463,-0.0012123885886365,0.00164381705638208,0.838822801137995
"g1o",0.5,0,0.141313163195031,0.177122978143732,8.91700858075687,0,0.0199694100921855,0.177122978143732,8.91700858075687,0.324440205469728,0.956766674373441,0.0136514113468828,-0.297634020480471,0.0963106553215511,0.117347218117262,0.215721155080103,0.397487937577788,0.0199694100921855,0.000499830506791302,0.00355590095750765,0.970418085720324
"wz4",0.5,0,0.0901730233022798,-0.807195225062736,15.1727269053814,0,0.00813117413147349,-0.807195225062736,15.1727269053814,0.219063187716529,0.980214585588383,0.0114612347098762,0.0660498696039178,-0.414491915770903,0.0728264017196602,0.325579593342614,0.166218686161323,0.00813117413147349,-0.000591845672893766,0.00100315990217017,0.991675820298259
"g_e",0.5,0,0.13221394145082,-1.56993935393587,16.0672784483703,0,0.0174805263139608,-1.56993935393587,16.0672784483703,0.864959884202108,0.977166220592091,0.0170818565070192,-0.030859390845634,-0.823063696841621,0.104350886298537,0.402138816489294,0.154056280627687,0.0174805263139608,-0.003628395610367,0.00490965899815793,0.99424807709911
"fpx",0.5,0,0.149524970573235,-0.729075711211933,4.53254807587701,0,0.0223577168249267,-0.729075711211933,4.53254807587701,0.186778446892276,0.748720774779174,0.0517881780243951,-0.199440406246301,0.155917746813272,0.121919324163367,0.255023886251143,0.0433105160443062,0.0223577168249267,-0.00243732704217099,0.00226567348267755,0.800508952803569
"4uk",0.5,0,0.0498750129330304,0.230113032725227,12.2065511276327,0,0.00248751691506995,0.230113032725227,12.2065511276327,0.230206577805802,0.818618012551223,0.0817646121177424,0.0567179291984021,-0.0112955238889874,0.0219890853625695,0.0692299381857881,0.118929412838044,0.00248751691506995,2.85489592094388e-05,7.55309695907975e-05,0.900382624668965
"8sy",0.5,0,0.0697173109657346,0.208334966662077,18.626884055093,0,0.00486050344829294,0.208334966662077,18.626884055093,0.414861944736913,0.595206549811854,0.0679596964312345,0.00770595869522017,0.0171456261522347,0.0410410656115265,0.214209323167694,0.0411319125651699,0.00486050344829294,7.05966431290096e-05,0.000440050706330216,0.663166246243088
"zig",0.5,0,0.130440908099864,0.139602728660357,11.3222430374418,0,0.0170148305059172,0.139602728660357,11.3222430374418,0.74325945158489,0.8888666703847,0.0947727785797405,-0.0595643791355047,0.120591055504805,0.0952514812049539,0.234787903625123,0.437852705983356,0.0170148305059172,0.00030983847602355,0.00327783982421936,0.98363944896444
"6ms",0.5,0,0.0955274938596624,-1.04038270369463,15.6393008845104,0,0.00912550208310784,-1.04038270369463,15.6393008845104,0.919725207146257,0.978995364377015,0.00667970201247739,0.36626708805498,-0.435607291796887,0.0710683993888929,0.195249905519071,0.144044349914933,0.00912550208310784,-0.000906939414698509,0.00130235946982975,0.985675066389493
"da2",0.5,0,0.110049444341322,-0.692757988112816,13.7012306292851,0,0.0121108801998338,-0.692757988112816,13.7012306292851,0.344298955053091,0.50777169691076,0.491021336740357,-0.0928618996794226,-0.716244269719707,0.0610609051141212,0.0389926163067132,0.550982986813915,0.0121108801998338,-0.000923304823690674,0.00200960634384678,0.998793033651116
"2yp",0.5,0,0.120888033740423,-0.101152088945943,7.08299654128881,0,0.0146139167016257,-0.101152088945943,7.08299654128881,0.565851778257638,0.796035495702396,0.195264936938618,-0.0998736212015365,0.396676756413639,0.0850028818423994,0.156188273062496,0.229564850224439,0.0146139167016257,-0.000178700100765642,0.00151269121546239,0.991300432641014
"xkt",0.5,0,0.146115261907802,-0.195148109712801,4.7461890102175,0,0.0213496697623856,-0.195148109712801,4.7461890102175,0.0813816413283348,0.858291760552069,0.0658864522591618,-0.156828560178536,0.0825856063886978,0.12035614238046,0.218009399504556,0.21875647981382,0.0213496697623856,-0.000608766984963963,0.00216335281392265,0.924178212811231
"c1v",0.5,0,0.148281936165754,-1.02672202999729,11.9832914503551,0,0.0219875325930648,-1.02672202999729,11.9832914503551,0.0381974938791245,0.891031062411705,0.0816389618674727,-0.181667967462648,-0.0950885980775849,0.103535013909211,0.193073105915723,0.472842261617492,0.0219875325930648,-0.00334747717924265,0.00579334129948847,0.972670024279178
"tkh",0.5,0,0.126768726505255,0.282632879131064,3.428867016162,0,0.0160703100197641,0.282632879131064,3.428867016162,0.885612621903419,0.451321046846638,0.0107976752194117,0.00922760210935536,0.045660536794188,0.093410243105373,0.26021577058447,0.12886009984917,0.0160703100197641,0.00057578330090753,0.000885521585383316,0.46211872206605
"ubm",0.5,0,0.142374420301363,-1.28409576118871,12.8826686411105,0,0.0202704755561492,-1.28409576118871,12.8826686411105,0.126911260886118,0.0242627870409551,0.8732524100956,0.0163821794004755,-0.134572767448902,0.408910807472624,0.0794380819804341,0.28970973081395,0.0202704755561492,-0.00370589677972009,0.00529338779279067,0.897515197136555
"fh4",0.5,0,0.083369518100946,-1.50895413744956,9.80302399027108,0,0.00695047654838397,-1.50895413744956,9.80302399027108,0.908191118156537,0.832189439357538,0.0771164296515449,0.10970158253933,-0.212958143253433,0.0180897370412665,0.106245728654879,0.0830098207649898,0.00695047654838397,-0.000874375366123477,0.000473575503968164,0.909305869009083
"8np",0.5,0,0.116170017913739,-0.805783981991401,19.6063155150505,0,0.0134954730620784,-0.805783981991401,19.6063155150505,0.965960663976148,0.872693112367862,0.00145870914217164,-0.0421095693059335,-0.0877819634402082,0.0855588755508488,0.879261231354984,0.196628039107769,0.0134954730620784,-0.00126328342757271,0.00357085497693682,0.874151821510033
"w5j",0.5,0,0.0898148839208323,-0.418804080292438,11.4250730840136,0,0.00806671337371258,-0.418804080292438,11.4250730840136,0.707931722281501,0.853688066647548,0.131405955680399,-0.0981558987126356,0.236828650722343,0.0511054499411722,0.151532636034479,0.203094016132641,0.00806671337371258,-0.000303428131724811,0.000743450809380802,0.985094022327947
"yhr",0.5,0,0.136791198903987,-1.25410538399581,12.316328141989,0,0.0187118320975903,-1.25410538399581,12.316328141989,0.12308164848946,0.951105553764686,0.0230499288668737,-0.196596796152665,-0.278179112814048,0.107169326196356,0.437999778571643,0.113148258601849,0.0187118320975903,-0.00321002563103004,0.0043123487393102,0.97415548263156
"ig8",0.5,0,0.138447994270302,-1.4889028112292,14.4864544419909,0,0.0191678471174695,-1.4889028112292,14.4864544419909,0.473290972178802,0.75076946562899,0.00839614295565255,-0.528642936705847,0.119269786216158,0.110800081835754,0.457345626386595,0.0824398135185655,0.0191678471174695,-0.00395117581727399,0.00532241554101638,0.759165608584643
"jxw",0.5,0,0.0381272753549699,-1.59066201412686,16.5706054370315,0,0.0014536891259937,-1.59066201412686,16.5706054370315,0.0472946548834443,0.979602472243395,0.00678553210632017,0.0689229976350711,-0.204185669508908,0.0273778296494989,0.127414908572592,0.0173019068814712,0.0014536891259937,-8.81627691528697e-05,3.50172035001313e-05,0.986388004349715
"z51",0.5,0,0.145259019689076,0.421537126015629,13.3986255816879,0,0.0211001828010313,0.421537126015629,13.3986255816879,0.756217521848157,0.986643348498258,0.012574463405116,0.227699459242713,0.3293918346042,0.138453948050807,0.182594593548444,1.14238974786368,0.0211001828010313,0.00129200786369344,0.00596530545539562,0.999217811903374
"jmk",0.5,0,0.0955912671344317,-0.866163942904026,17.0767186371908,0,0.00913769035236628,-0.866163942904026,17.0767186371908,0.095683530671522,0.927444194174165,0.0320306054667593,0.163413318630774,-0.264715115418004,0.0515710061148078,0.228546754690536,0.177052474532475,0.00913769035236628,-0.000756579825341612,0.0014258613501717,0.959474799640924
"yzg",0.5,0,0.116448508540436,-0.949419784565218,18.0117575637116,0,0.0135602551412921,-0.949419784565218,18.0117575637116,0.322718765353784,0.983133733575819,0.0149511258256172,-0.252278016031034,0.168929707510607,0.0981746044405916,0.393278398220945,0.627377505336936,0.0135602551412921,-0.00149920171065052,0.00331201133786821,0.998084859401436
"ywz",0.5,0,0.0702064811359149,0.330900215441504,16.6807700420562,0,0.00492894999348757,0.330900215441504,16.6807700420562,0.283799891127273,0.978452709632916,0.0140772054182724,0.26330030292819,-0.259211688635042,0.054316120604183,0.141167597792689,0.193843302730471,0.00492894999348757,0.00011450611182698,0.000405251769102589,0.992529915051189
"4tx",0.5,0,0.115791992662556,-1.89875916711836,15.1839635167023,0,0.0134077855647655,-1.89875916711836,15.1839635167023,0.460149736842141,0.689998199668269,0.28093722450508,0.0813226415500803,-0.227385979689679,0.0901430078392583,0.0399819764808602,0.352385106814653,0.0134077855647655,-0.00294785058402108,0.00272960159103564,0.970935424173349
"iwn",0.5,0,0.138742234487397,-1.35935960521624,13.2465424645313,0,0.0192494076305558,-1.35935960521624,13.2465424645313,0.470203421544284,0.880962450265775,0.0394275260726634,-0.234324001533082,-0.0423766047274063,0.0751874790506588,0.284363350133307,0.32853206916556,0.0192494076305558,-0.00363044961894128,0.0049083697930517,0.920389976338439
"f_a",0.5,0,0.108796298956619,0.886164701423388,16.0626531202615,0,0.0118366346666579,0.886164701423388,16.0626531202615,0.467975804116577,0.868204845236642,0.0999169247546658,0.117868587295145,-0.318881452759489,0.0262422533719791,0.25231074607326,0.0877151875098024,0.0118366346666579,0.00114118699037255,0.0022504727967805,0.968121769991308
"zq1",0.5,0,0.149340220815691,0.0389046161598073,7.29434187218032,0,0.0223025015532794,0.0389046161598073,7.29434187218032,0.42627696483396,0.843418899372102,0.0169105588531299,0.514653331228968,-0.257045059399813,0.0807633403264197,0.185373721561503,0.108211846082258,0.0223025015532794,0.000129578068572145,0.00362821713970635,0.860329458225232
"z_u",0.5,0,0.142892014755242,-2.27917910096351,19.4026392830395,0,0.0204181278808123,-2.27917910096351,19.4026392830395,0.535898578586057,0.906695396114244,0.00661573046732349,-0.055956949154123,-0.222694407624821,0.0727861449652442,0.613973093841108,0.310801166095251,0.0204181278808123,-0.00664970429664585,0.00808895927240685,0.913311126581567
"gzt",0.5,0,0.126929929357505,-0.426272283006558,15.9831188364436,0,0.0161112069667012,-0.426272283006558,15.9831188364436,0.483177128946409,0.978554884564085,0.00955266012350458,0.326423531787359,-0.479669770114687,0.100909474173985,0.387169286537343,0.283224140562536,0.0161112069667012,-0.000871724415488163,0.00414875397844669,0.988107544687589
"f23",0.5,0,0.121471522118402,0.346060641975943,5.88487733228339,0,0.0147553306857615,0.346060641975943,5.88487733228339,0.783855040790513,0.979469234429224,0.0059832528082879,-0.187973131801246,0.216027625629253,0.11205381209149,0.2416105572104,0.288796393285705,0.0147553306857615,0.000620262649100737,0.00128125421956902,0.985452487237512
"1qt",0.5,0,0.0997014508547305,0.521445698658974,9.78921314339407,0,0.00994037930253824,0.521445698658974,9.78921314339407,0.753422957845032,0.485029548671446,0.506989648888851,0.0275408326558111,0.0117995418751033,0.0462214566652711,0.115784331466387,0.40582336019927,0.00994037930253824,0.000516789312939649,0.000967283317042075,0.992019197560298
"7y5",0.5,0,0.0942448112271079,-0.526840507715867,18.138178872847,0,0.0088820844432332,-0.526840507715867,18.138178872847,0.602343228645623,0.957000279417534,0.0101734347085534,-0.357033221983106,0.0247653045777065,0.064701076730765,0.154381393062922,0.317453138912073,0.0088820844432332,-0.000441013116407176,0.00143094676107451,0.967173714126087
"bdj",0.5,0,0.121031825019477,0.872922416351122,4.61399083867662,0,0.0146487026675454,0.872922416351122,4.61399083867662,0.33901144284755,0.732464950464696,0.0296266738985005,0.301278304234185,0.131780720519719,0.0741351543807699,0.152704007963804,0.0613913463090358,0.0146487026675454,0.00154765584468663,0.000990090870253785,0.762091624363196
"5ey",0.5,0,0.105977502610965,1.27723804636585,11.7369868228075,0,0.0112312310596571,1.27723804636585,11.7369868228075,0.831839147722349,0.923420637768126,0.0759851767829315,0.106143810373482,0.639570302501301,0.08223480921547,0.21961293357572,0.494690693228067,0.0112312310596571,0.0015202425713463,0.00148050998626319,0.999405814551058
"hyu",0.5,0,0.146277748638222,0.240059948764739,9.60697654929805,0,0.0213971797466668,0.240059948764739,9.60697654929805,0.591450184350833,0.857031994774498,0.00641757432029558,-0.267301043426675,0.291102418670338,0.0795426394909719,0.584156017957372,0.0221377251989065,0.0213971797466668,0.000751371142845934,0.00439845142912201,0.863449569094793
"r3f",0.5,0,0.147429526064725,1.54786264295688,14.9547643256021,0,0.0217354651556694,1.54786264295688,14.9547643256021,0.452135061146691,0.91309892366588,0.0316558987068278,0.566550809255985,-0.232997159105613,0.0716718126418495,0.187739726869055,0.222751034768501,0.0217354651556694,0.00496004740404211,0.00706508597318998,0.944754822372707
"gq0",0.5,0,0.0561890667968741,-0.679827005029977,17.5528107650491,0,0.00315721122750358,-0.679827005029977,17.5528107650491,0.815766899380833,0.963166139718932,0.000776976030073789,0.418984563553159,-0.109843505538155,0.0443554796247195,0.24110693151207,0.13238641165684,0.00315721122750358,-0.000120601822298877,0.000174966114658042,0.963943115749005
"gtr",0.5,0,0.144486259024946,1.25407004549987,7.53368731772224,0,0.0208762790470239,1.25407004549987,7.53368731772224,0.498788947006688,0.87629686432671,0.0556838052339989,0.273740460278164,0.108573826366851,0.109848461485759,0.258420434653445,0.122751697630067,0.0208762790470239,0.00378269594990436,0.00328332427539593,0.931980669560709
"1q5",0.5,0,0.0833147110834685,-0.482073466924562,15.5413282577427,0,0.00694134108292182,-0.482073466924562,15.5413282577427,0.24345954367891,0.981064532971519,0.0133796588774678,-0.275963533732154,-0.0145233442463488,0.0703039676823887,0.0267383981133278,0.434337338928731,0.00694134108292182,-0.000278790715629548,0.000748815635499281,0.994444191848987
"b9m",0.5,0,0.113698252919161,-0.886314031806232,14.6287171157299,0,0.0129272927168695,-0.886314031806232,14.6287171157299,0.439185357885435,0.970004736792175,0.00363718159545795,-0.649747723080022,0.25698430533461,0.0956160163574077,0.351066288989862,0.109240552403618,0.0129272927168695,-0.00130271375611459,0.00244467655385635,0.973641918387633
"xcr",0.5,0,0.13695289752194,0.767151134888917,15.9949654132386,0,0.0187560961396549,0.767151134888917,15.9949654132386,0.379168359329924,0.726487646669883,0.00492399086892809,0.409570979083471,0.108614118588543,0.122119813519651,0.653335554944256,0.0425586235259335,0.0187560961396549,0.00197058243395527,0.00562688715537133,0.731411637538811
"blm",0.5,0,0.137234452137455,-0.189089806357519,9.59134524323082,0,0.0188332948534673,-0.189089806357519,9.59134524323082,0.0899638552218676,0.94841848568516,0.000400329426680099,-0.395287631515701,-0.0239207869372939,0.11088436055648,0.119164289110445,0.371736508090752,0.0188332948534673,-0.000488717145756222,0.00340198297076155,0.94881881511184
"fp7",0.5,0,0.105098534029264,-1.35813683941019,6.36182557385638,0,0.0110457018551004,-1.35813683941019,6.36182557385638,0.841006209142506,0.639950194756337,0.221093386475835,-0.126787419784723,0.0590008140084501,0.0313867183420203,0.135192279857558,0.111317016188227,0.0110457018551004,-0.00157664349927938,0.000776190621196531,0.861043581232172
"8_9",0.5,0,0.0723872000849313,2.87776027917486,11.8254408274584,0,0.00523990673613588,2.87776027917486,11.8254408274584,0.475653658155352,0.773783387618108,0.152255585420559,0.0251087563138022,0.22231427492383,0.0195668495225677,0.037625018412742,0.0776495445179487,0.00523990673613588,0.00109154073973934,0.000324686665918388,0.926038973038668
"7wc",0.5,0,0.134987470476255,0.856104011376609,11.8557958455008,0,0.0182216171855777,0.856104011376609,11.8557958455008,0.0348389863502234,0.982846742847493,0.0112678805159576,0.233229530837326,0.314840653948094,0.122932756923422,0.13448919883586,0.57529257448346,0.0182216171855777,0.00210575048590299,0.00393644827348752,0.99411462336345
"3bw",0.5,0,0.0334462523164132,-0.359893433528157,18.4822557997099,0,0.00111865179401318,-0.359893433528157,18.4822557997099,0.323347256984562,0.982430693417911,0.00663107679869158,-0.182362800961867,0.0673901151723104,0.0262516458770264,0.0495168588496358,0.119011208832149,0.00111865179401318,-1.34653085027818e-05,2.31283592006628e-05,0.989061770216603
"ci2",0.5,0,0.0958890345518858,0.916154529670776,19.2781036987066,0,0.00919470694729274,0.916154529670776,19.2781036987066,0.593617835780606,0.926256573005082,0.0369793922305673,-0.130837431462595,0.214895850515564,0.0535571168338056,0.2369582920839,0.240168150109085,0.00919470694729274,0.00080774740451947,0.00162982170081262,0.963235965235649
"32i",0.5,0,0.115632007490685,1.96878608429655,14.5707909565977,0,0.0133707611563259,1.96878608429655,14.5707909565977,0.283295240718871,0.910823697765621,0.0136327727127225,0.500689090525693,0.163705302589312,0.084248584520724,0.255297802277087,0.0475510897917958,0.0133707611563259,0.00304391644929683,0.00260492599436438,0.924456470478343
"86v",0.5,0,0.142541573071321,-1.9561043904443,16.7009393184299,0,0.0203181000536468,-1.9561043904443,16.7009393184299,0.785702066496015,0.848085539534031,0.000159417752210511,-0.765035016957318,-0.270857641613352,0.0673165422900824,1.59319904666539,0.13679272770499,0.0203181000536468,-0.0056652185663068,0.00689456844380214,0.848244957286241
"015",0.5,0,0.0752690668778943,-0.308267020588708,4.50876767186189,0,0.00566543242866892,-0.308267020588708,4.50876767186189,0.84781752852723,0.813217179517417,0.0388254632745159,-0.0795519478468556,-0.0409924320783173,0.069215677520433,0.141792391468136,0.0514399453538888,0.00566543242866892,-0.000131454864282209,0.000144718477773397,0.852042642791932
"sl6",0.5,0,0.101948992733683,2.03830417980215,18.7024619242385,0,0.0103935971194125,2.03830417980215,18.7024619242385,0.83670630119741,0.986108807149562,0.0136527125471709,0.530859484177482,-0.938813324683094,0.0777374006528417,0.150452240160622,0.27231862504325,0.0103935971194125,0.00215982126519693,0.00202036825615605,0.999761519696733
